Plate_29L12AU294
Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
"U023","Flt-1","G08","5","2.0","","1679.0","1679.0","1751.0","1751.0","5.815155710500448","","","57.399641748506006","60.2556065270077","6.703017953369428"
"U023","Flt-1","G07","5","2.0","","1823.0","1823.0","1751.0","1751.0","5.815155710500448","","","63.11157130550939","60.2556065270077","6.703017953369428"
"U001","Flt-1","A04","5","2.0","","1474.0","1474.0","1418.0","1418.0","5.585046508666666","","","49.2823920112579","47.068957068703355","6.650391064799055"
"U001","Flt-1","A03","5","2.0","","1362.0","1362.0","1418.0","1418.0","5.585046508666666","","","44.855522126148806","47.068957068703355","6.650391064799055"
"U036","VEGF-D","D12","3","2.0","","14297.0","14297.0","15141.0","15140.5","7.8787962079304235","","","757.0653441293736","794.3970314277781","6.645918400372946"
"U036","VEGF-D","D11","3","2.0","","15984.0","15984.0","15141.0","15140.5","7.8787962079304235","","","831.7287187261827","794.3970314277781","6.645918400372946"
"U026","bFGF","B09","7","2.0","","7988.0","7988.0","7633.0","7633.0","6.577306624426161","","","42.33522478264563","40.43796654809118","6.635171240472762"
"U026","bFGF","B10","7","2.0","","7278.0","7278.0","7633.0","7633.0","6.577306624426161","","","38.540708313536726","40.43796654809118","6.635171240472762"
"U016","VEGF-A","H06","1","2.0","","16915.0","16915.0","17782.0","17782.0","6.8953051320294305","","","98.55278739116555","103.39794440870978","6.626908112363808"
"U016","VEGF-A","H05","1","2.0","","18649.0","18649.0","17782.0","17782.0","6.8953051320294305","","","108.24310142625399","103.39794440870978","6.626908112363808"
"U017","PIGF","A08","6","2.0","","1079.0","1079.0","1117.0","1116.5","4.749933595073092","","","2.996014770918005","3.143288238615508","6.626059068870551"
"U017","PIGF","A07","6","2.0","","1154.0","1154.0","1117.0","1116.5","4.749933595073092","","","3.2905617063130106","3.143288238615508","6.626059068870551"
"U030","PIGF","F09","6","2.0","","1232.0","1232.0","1191.0","1191.0","4.868409408673123","","","3.596775558714528","3.4358154602275275","6.6252671866768695"
"U030","PIGF","F10","6","2.0","","1150.0","1150.0","1191.0","1191.0","4.868409408673123","","","3.274855361740527","3.4358154602275275","6.6252671866768695"
"U030","Tie-2","F09","4","2.0","","1493.0","1493.0","1437.0","1437.0","5.5112010781414975","","","2320.3757352410694","2216.652752604462","6.617475317328314"
"U030","Tie-2","F10","4","2.0","","1381.0","1381.0","1437.0","1437.0","5.5112010781414975","","","2112.929769967855","2216.652752604462","6.617475317328314"
"U016","Flt-1","H06","5","2.0","","1830.0","1830.0","1908.0","1908.0","5.781376198380577","","","63.38943018568599","66.48778580189301","6.5902879463464705"
"U016","Flt-1","H05","5","2.0","","1986.0","1986.0","1908.0","1908.0","5.781376198380577","","","69.58614141810003","66.48778580189301","6.5902879463464705"
"U006","VEGF-D","F03","3","2.0","","9784.0","9784.0","9282.0","9282.0","7.6485154957045225","","","549.4350817657207","525.3374989652091","6.487092294766706"
"U006","VEGF-D","F04","3","2.0","","8780.0","8780.0","9282.0","9282.0","7.6485154957045225","","","501.23991616469743","525.3374989652091","6.487092294766706"
"U016","VEGF-D","H06","3","2.0","","11841.0","11841.0","12510.0","12510.0","7.562820729237416","","","645.6953251846014","676.2452998270467","6.388833827096457"
"U016","VEGF-D","H05","3","2.0","","13179.0","13179.0","12510.0","12510.0","7.562820729237416","","","706.7952744694919","676.2452998270467","6.388833827096457"
"U012","VEGF-A","D06","1","2.0","","19693.0","19693.0","20652.0","20651.5","6.563802627095424","","","114.05545549992813","119.37209769797607","6.298680887545462"
"U012","VEGF-A","D05","1","2.0","","21610.0","21610.0","20652.0","20651.5","6.563802627095424","","","124.68873989602403","119.37209769797607","6.298680887545462"
"U001","PIGF","A04","6","2.0","","967.0","967.0","940.0","939.5","4.139528788212892","","","2.5559320070643925","2.447820388563497","6.246083979380442"
"U001","PIGF","A03","6","2.0","","912.0","912.0","940.0","939.5","4.139528788212892","","","2.339708770062601","2.447820388563497","6.246083979380442"
"U013","VEGF-A","E06","1","2.0","","89131.0","89131.0","93394.0","93394.0","6.455224550181494","","","482.6372729422424","504.5802666216895","6.1500778594275785"
"U013","VEGF-A","E05","1","2.0","","97657.0","97657.0","93394.0","93394.0","6.455224550181494","","","526.5232603011366","504.5802666216895","6.1500778594275785"
"U022","Tie-2","F07","4","2.0","","3386.0","3386.0","3253.0","3252.5","5.804689026189337","","","5758.4363863804465","5518.819298689681","6.140257849520106"
"U022","Tie-2","F08","4","2.0","","3119.0","3119.0","3253.0","3252.5","5.804689026189337","","","5279.202210998916","5518.819298689681","6.140257849520106"
"S002","bFGF","B01","7","","680.0","236480.0","236480.0","246752.0","246752.0","5.887207282087453","94.09575894696431","98.35484166816754","639.8511608393572","668.8129233435392","6.124002078022693"
"S002","bFGF","B02","7","","680.0","257024.0","257024.0","246752.0","246752.0","5.887207282087453","102.61392438937077","98.35484166816754","697.7746858477211","668.8129233435392","6.124002078022693"
"S005","bFGF","E02","7","","10.625","4275.0","4275.0","4104.0","4103.5","5.9105062982085","105.59273069799879","101.24797977941861","11.21922763666237","10.757597851563226","6.068669900945591"
"S005","bFGF","E01","7","","10.625","3932.0","3932.0","4104.0","4103.5","5.9105062982085","96.90322886083842","101.24797977941861","10.295968066464082","10.757597851563226","6.068669900945591"
"U034","PIGF","B11","6","2.0","","933.0","933.0","908.0","908.0","3.8937598082959664","","","2.4222760367057443","2.3239717747672017","5.98213893912245"
"U034","PIGF","B12","6","2.0","","883.0","883.0","908.0","908.0","3.8937598082959664","","","2.2256675128286596","2.3239717747672017","5.98213893912245"
"U017","VEGF-D","A07","3","2.0","","14224.0","14224.0","13548.0","13547.5","7.061933751211654","","","753.803144101523","723.3141165139366","5.961171686478673"
"U017","VEGF-D","A08","3","2.0","","12871.0","12871.0","13548.0","13547.5","7.061933751211654","","","692.8250889263502","723.3141165139366","5.961171686478673"
"U028","VEGF-A","D10","1","2.0","","21286.0","21286.0","22249.0","22249.0","6.121118524721518","","","122.89498575806597","128.2167739358228","5.869859914606501"
"U028","VEGF-A","D09","1","2.0","","23212.0","23212.0","22249.0","22249.0","6.121118524721518","","","133.53856211357962","128.2167739358228","5.869859914606501"
"U004","bFGF","D04","7","2.0","","36328.0","36328.0","37892.0","37892.0","5.8371952168043935","","","192.64071897707703","200.9195853501251","5.827249287537818"
"U004","bFGF","D03","7","2.0","","39456.0","39456.0","37892.0","37892.0","5.8371952168043935","","","209.19845172317312","200.9195853501251","5.827249287537818"
"U029","Tie-2","E10","4","2.0","","3071.0","3071.0","3195.0","3194.5","5.467377522400288","","","5192.892376977719","5414.705845561704","5.793326997543471"
"U029","Tie-2","E09","4","2.0","","3318.0","3318.0","3195.0","3194.5","5.467377522400288","","","5636.51931414569","5414.705845561704","5.793326997543471"
"U016","Tie-2","H06","4","2.0","","2439.0","2439.0","2534.0","2534.0","5.3019056205779025","","","4051.490564748247","4223.582930618751","5.762296178218633"
"U016","Tie-2","H05","4","2.0","","2629.0","2629.0","2534.0","2534.0","5.3019056205779025","","","4395.675296489254","4223.582930618751","5.762296178218633"
"U023","PIGF","G08","6","2.0","","943.0","943.0","970.0","969.5","3.865565693954308","","","2.461589690459539","2.565749804023203","5.741192887516778"
"U023","PIGF","G07","6","2.0","","996.0","996.0","970.0","969.5","3.865565693954308","","","2.6699099175868675","2.565749804023203","5.741192887516778"
"U019","Flt-1","C07","5","2.0","","1727.0","1727.0","1669.0","1669.0","4.91458278116474","","","59.30274703174564","57.0039419073147","5.70311679411393"
"U019","Flt-1","C08","5","2.0","","1611.0","1611.0","1669.0","1669.0","4.91458278116474","","","54.70513678288375","57.0039419073147","5.70311679411393"
"U035","VEGF-A","C12","1","2.0","","46298.0","46298.0","44434.0","44433.5","5.934263983356332","","","258.44250043031707","248.48677314799858","5.666106234780098"
"U035","VEGF-A","C11","1","2.0","","42569.0","42569.0","44434.0","44433.5","5.934263983356332","","","238.5310458656801","248.48677314799858","5.666106234780098"
"S001","VEGF-C","A02","2","","26800.0","524783.0","524783.0","502815.0","502815.0","6.178702611937224","109.05252760252611","104.91827253229548","29226.077397476998","28118.09703865519","5.572641875923167"
"S001","VEGF-C","A01","2","","26800.0","480847.0","480847.0","502815.0","502815.0","6.178702611937224","100.78401746206484","104.91827253229548","27010.11667983338","28118.09703865519","5.572641875923167"
"U012","Flt-1","D06","5","2.0","","883.0","883.0","910.0","910.0","4.196018261986106","","","26.002757629517255","27.06154004393595","5.533108787016654"
"U012","Flt-1","D05","5","2.0","","937.0","937.0","910.0","910.0","4.196018261986106","","","28.120322458354646","27.06154004393595","5.533108787016654"
"U030","Flt-1","F09","5","2.0","","2368.0","2368.0","2288.0","2288.0","4.944802665640193","","","84.79263219811762","81.6053964594135","5.5234484528206025"
"U030","Flt-1","F10","5","2.0","","2208.0","2208.0","2288.0","2288.0","4.944802665640193","","","78.41816072070938","81.6053964594135","5.5234484528206025"
"U023","VEGF-C","G08","2","2.0","","3957.0","3957.0","4124.0","4123.5","5.7103566905570595","","","672.0059223042766","699.2700866708149","5.513942573676646"
"U023","VEGF-C","G07","2","2.0","","4290.0","4290.0","4124.0","4123.5","5.7103566905570595","","","726.5342510373531","699.2700866708149","5.513942573676646"
"S005","Tie-2","E02","4","","394.53125","686.0","686.0","703.0","703.0","3.419862099621993","102.07500058800511","106.20150852746443","402.71777575736394","418.998139112262","5.49499114856211"
"S005","Tie-2","E01","4","","394.53125","720.0","720.0","703.0","703.0","3.419862099621993","110.32801646692374","106.20150852746443","435.27850246716","418.998139112262","5.49499114856211"
"S003","VEGF-C","C01","2","","1675.0","20739.0","20739.0","19896.0","19895.5","5.995773616454503","94.0118923954699","90.5084156229926","1574.6991976241209","1516.015961685126","5.474258203496653"
"S003","VEGF-C","C02","2","","1675.0","19052.0","19052.0","19896.0","19895.5","5.995773616454503","87.0049388505153","90.5084156229926","1457.3327257461312","1516.015961685126","5.474258203496653"
"U016","VEGF-C","H06","2","2.0","","2774.0","2774.0","2882.0","2882.0","5.299620566838803","","","473.8637774178285","492.2515975531884","5.2827263023952336"
"U016","VEGF-C","H05","2","2.0","","2990.0","2990.0","2882.0","2882.0","5.299620566838803","","","510.63941768854824","492.2515975531884","5.2827263023952336"
"U037","VEGF-C","E12","2","2.0","","11620.0","11620.0","12108.0","12108.0","5.699836624034278","","","1851.7029341348127","1923.122828226326","5.252029738559245"
"U037","VEGF-C","E11","2","2.0","","12596.0","12596.0","12108.0","12108.0","5.699836624034278","","","1994.5427223178394","1923.122828226326","5.252029738559245"
"U010","PIGF","B05","6","2.0","","1062.0","1062.0","1036.0","1035.5","3.619184877149881","","","2.929234643985625","2.8251157812787815","5.21204506783893"
"U010","PIGF","B06","6","2.0","","1009.0","1009.0","1036.0","1035.5","3.619184877149881","","","2.7209969185719385","2.8251157812787815","5.21204506783893"
"U036","bFGF","D11","7","2.0","","10995.0","10995.0","10607.0","10606.5","5.180049676914603","","","58.37027467343296","56.30092788494962","5.1979574821690555"
"U036","bFGF","D12","7","2.0","","10218.0","10218.0","10607.0","10606.5","5.180049676914603","","","54.231581096466286","56.30092788494962","5.1979574821690555"
"U038","Tie-2","F12","4","2.0","","3405.0","3405.0","3528.0","3528.0","4.930506467457219","","","5792.48548188956","6012.60487429458","5.177387115713759"
"U038","Tie-2","F11","4","2.0","","3651.0","3651.0","3528.0","3528.0","4.930506467457219","","","6232.724266699601","6012.60487429458","5.177387115713759"
"U038","VEGF-D","F12","3","2.0","","9536.0","9536.0","9962.0","9962.0","6.047530391195929","","","537.6114219815589","557.8175351801303","5.122778960155481"
"U038","VEGF-D","F11","3","2.0","","10388.0","10388.0","9962.0","9962.0","6.047530391195929","","","578.0236483787016","557.8175351801303","5.122778960155481"
"U024","Flt-1","H08","5","2.0","","1858.0","1858.0","1919.0","1919.0","4.495415701133862","","","64.50104058416782","66.92434742410262","5.120817057968105"
"U024","Flt-1","H07","5","2.0","","1980.0","1980.0","1919.0","1919.0","4.495415701133862","","","69.34765426403743","66.92434742410262","5.120817057968105"
"U002","bFGF","B04","7","2.0","","24116.0","24116.0","25006.0","25006.0","5.033392267903921","","","127.99720996785821","132.71000616673322","5.022153561484899"
"U002","bFGF","B03","7","2.0","","25896.0","25896.0","25006.0","25006.0","5.033392267903921","","","137.42280236560825","132.71000616673322","5.022153561484899"
"U012","VEGF-C","D06","2","2.0","","3166.0","3166.0","3283.0","3283.0","5.039993505868173","","","540.387676430395","560.0244620348919","4.958820624082312"
"U012","VEGF-C","D05","2","2.0","","3400.0","3400.0","3283.0","3283.0","5.039993505868173","","","579.6612476393888","560.0244620348919","4.958820624082312"
"U028","Flt-1","D10","5","2.0","","1796.0","1796.0","1852.0","1852.0","4.276239713439164","","","62.03999575878055","64.26336970000702","4.892873804451373"
"U028","Flt-1","D09","5","2.0","","1908.0","1908.0","1852.0","1852.0","4.276239713439164","","","66.48674364123347","64.26336970000702","4.892873804451373"
"U002","VEGF-A","B04","1","2.0","","35211.0","35211.0","36531.0","36530.5","5.108210387351114","","","198.97931978924214","206.09364834047807","4.881848618504904"
"U002","VEGF-A","B03","1","2.0","","37850.0","37850.0","36531.0","36530.5","5.108210387351114","","","213.207976891714","206.09364834047807","4.881848618504904"
"S006","Tie-2","F02","4","","98.6328125","382.0","382.0","379.0","378.5","1.307727204308014","107.37598572646134","103.80856568166053","105.90795467160738","102.38930794773157","4.85999760897405"
"S006","Tie-2","F01","4","","98.6328125","375.0","375.0","379.0","378.5","1.307727204308014","100.24114563685971","103.80856568166053","98.87066122385576","102.38930794773157","4.85999760897405"
"U002","Tie-2","B04","4","2.0","","2142.0","2142.0","2211.0","2210.5","4.382430627575527","","","3511.4114947509947","3636.1407592474584","4.851127312030314"
"U002","Tie-2","B03","4","2.0","","2279.0","2279.0","2211.0","2210.5","4.382430627575527","","","3760.870023743922","3636.1407592474584","4.851127312030314"
"U014","Tie-2","F05","4","2.0","","4513.0","4513.0","4369.0","4369.0","4.66117539440892","","","7767.382301205636","7511.650045460232","4.814654865744053"
"U014","Tie-2","F06","4","2.0","","4225.0","4225.0","4369.0","4369.0","4.66117539440892","","","7255.9177897148265","7511.650045460232","4.814654865744053"
"U015","bFGF","G05","7","2.0","","14227.0","14227.0","14721.0","14720.5","4.741105214028887","","","75.55913173334929","78.180312638568","4.7414872881500685"
"U015","bFGF","G06","7","2.0","","15214.0","15214.0","14721.0","14720.5","4.741105214028887","","","80.8014935437867","78.180312638568","4.7414872881500685"
"U032","VEGF-C","H09","2","2.0","","4528.0","4528.0","4376.0","4376.0","4.912259174604901","","","765.2276647763983","740.4958339078482","4.723333884546023"
"U032","VEGF-C","H10","2","2.0","","4224.0","4224.0","4376.0","4376.0","4.912259174604901","","","715.7640030392982","740.4958339078482","4.723333884546023"
"U021","PIGF","E08","6","2.0","","795.0","795.0","812.0","811.5","2.875480441054352","","","1.8794585175890686","1.944386890122656","4.722444153797998"
"U021","PIGF","E07","6","2.0","","828.0","828.0","812.0","811.5","2.875480441054352","","","2.0093152626562434","1.944386890122656","4.722444153797998"
"U032","Tie-2","H10","4","2.0","","3461.0","3461.0","3574.0","3573.5","4.452190451013662","","","5892.800774458364","6094.035936292984","4.6699674578220645"
"U032","Tie-2","H09","4","2.0","","3686.0","3686.0","3574.0","3573.5","4.452190451013662","","","6295.271098127604","6094.035936292984","4.6699674578220645"
"U012","PIGF","D06","6","2.0","","991.0","991.0","1014.0","1014.0","3.207782242069151","","","2.650260005202387","2.7406385827703668","4.663679879140601"
"U012","PIGF","D05","6","2.0","","1037.0","1037.0","1014.0","1014.0","3.207782242069151","","","2.8310171603383463","2.7406385827703668","4.663679879140601"
"U026","VEGF-A","B09","1","2.0","","18744.0","18744.0","18129.0","18128.5","4.801546998596906","","","108.77266199738996","105.33634283798057","4.613497135887877"
"U026","VEGF-A","B10","1","2.0","","17513.0","17513.0","18129.0","18128.5","4.801546998596906","","","101.90002367857119","105.33634283798057","4.613497135887877"
"U030","VEGF-D","F09","3","2.0","","13960.0","13960.0","13442.0","13441.5","5.45526713603727","","","741.982599950835","718.5850623052485","4.604759658984898"
"U030","VEGF-D","F10","3","2.0","","12923.0","12923.0","13442.0","13441.5","5.45526713603727","","","695.1875246596619","718.5850623052485","4.604759658984898"
"U001","bFGF","A04","7","2.0","","17434.0","17434.0","16890.0","16890.0","4.554956648495937","","","92.58391141344516","89.69739412363867","4.551026191064091"
"U001","bFGF","A03","7","2.0","","16346.0","16346.0","16890.0","16890.0","4.554956648495937","","","86.81087683383217","89.69739412363867","4.551026191064091"
"U007","Flt-1","G04","5","2.0","","1533.0","1533.0","1576.0","1576.0","3.8585776130738","","","51.616735769945294","53.31938792586739","4.5160191528392355"
"U007","Flt-1","G03","5","2.0","","1619.0","1619.0","1576.0","1576.0","3.8585776130738","","","55.02204008178949","53.31938792586739","4.5160191528392355"
"U034","Flt-1","B12","5","2.0","","1527.0","1527.0","1570.0","1569.5","3.8295047085604677","","","51.379274440412885","53.06201134761248","4.484845741103825"
"U034","Flt-1","B11","5","2.0","","1612.0","1612.0","1570.0","1569.5","3.8295047085604677","","","54.74474825481208","53.06201134761248","4.484845741103825"
"S007","Flt-1","G01","5","","2.490234375","334.0","334.0","338.0","338.0","1.673625517601296","93.90053044866586","96.97387989503468","2.338343287540019","2.414876891917368","4.482003271057311"
"S007","Flt-1","G02","5","","2.490234375","342.0","342.0","338.0","338.0","1.673625517601296","100.04722934140351","96.97387989503468","2.4914104962947166","2.414876891917368","4.482003271057311"
"U010","VEGF-A","B05","1","2.0","","28784.0","28784.0","27874.0","27874.0","4.616970444713771","","","164.09566469373598","159.12290251225528","4.41956978440889"
"U010","VEGF-A","B06","1","2.0","","26964.0","26964.0","27874.0","27874.0","4.616970444713771","","","154.15014033077455","159.12290251225528","4.41956978440889"
"U020","Tie-2","D07","4","2.0","","2632.0","2632.0","2711.0","2710.5","4.095767004105809","","","4401.1021542756225","4542.947580179772","4.4156293140916585"
"U020","Tie-2","D08","4","2.0","","2789.0","2789.0","2711.0","2710.5","4.095767004105809","","","4684.793006083921","4542.947580179772","4.4156293140916585"
"U030","VEGF-C","F09","2","2.0","","6570.0","6570.0","6360.0","6360.0","4.669573083307389","","","1089.441220190882","1056.594716497345","4.396384940663744"
"U030","VEGF-C","F10","2","2.0","","6150.0","6150.0","6360.0","6360.0","4.669573083307389","","","1023.7482128038079","1056.594716497345","4.396384940663744"
"U021","VEGF-C","E07","2","2.0","","11119.0","11119.0","10760.0","10759.5","4.725217488481134","","","1777.9083252153457","1724.6551172010845","4.366751837078329"
"U021","VEGF-C","E08","2","2.0","","10400.0","10400.0","10760.0","10759.5","4.725217488481134","","","1671.4019091868233","1724.6551172010845","4.366751837078329"
"U022","VEGF-A","F08","1","2.0","","34863.0","34863.0","36001.0","36001.0","4.470362028778595","","","197.09914476358085","203.2393116263571","4.27255297367672"
"U022","VEGF-A","F07","1","2.0","","37139.0","37139.0","36001.0","36001.0","4.470362028778595","","","209.37947848913333","203.2393116263571","4.27255297367672"
"U015","Flt-1","G05","5","2.0","","1974.0","1974.0","1923.0","1923.0","3.7506443931891758","","","69.10917895532647","67.08306432955627","4.271359412876833"
"U015","Flt-1","G06","5","2.0","","1872.0","1872.0","1923.0","1923.0","3.7506443931891758","","","65.05694970378605","67.08306432955627","4.271359412876833"
"U025","Flt-1","A09","5","2.0","","2536.0","2536.0","2469.0","2469.0","3.8376795738759566","","","91.49331797980548","88.8207198379576","4.255341035143454"
"U025","Flt-1","A10","5","2.0","","2402.0","2402.0","2469.0","2469.0","3.8376795738759566","","","86.14812169610971","88.8207198379576","4.255341035143454"
"U017","VEGF-C","A07","2","2.0","","5437.0","5437.0","5615.0","5615.0","4.483170331298502","","","911.1251101477204","939.332422303249","4.246756788254644"
"U017","VEGF-C","A08","2","2.0","","5793.0","5793.0","5615.0","5615.0","4.483170331298502","","","967.5397344587776","939.332422303249","4.246756788254644"
"S003","PIGF","C01","6","","75.0","39783.0","39783.0","38630.0","38629.5","4.22292637543164","102.10709611265291","99.13430869290099","76.58032208448968","74.35073151967575","4.2408691224033745"
"S003","PIGF","C02","6","","75.0","37476.0","37476.0","38630.0","38629.5","4.22292637543164","96.16152127314906","99.13430869290099","72.1211409548618","74.35073151967575","4.2408691224033745"
"U004","VEGF-C","D03","2","2.0","","24441.0","24441.0","25271.0","25271.0","4.644838972615523","","","3657.9722636849074","3770.699640257357","4.227878113055336"
"U004","VEGF-C","D04","2","2.0","","26101.0","26101.0","25271.0","25271.0","4.644838972615523","","","3883.4270168298062","3770.699640257357","4.227878113055336"
"U003","Tie-2","C04","4","2.0","","3315.0","3315.0","3410.0","3409.5","3.9197296273429383","","","5631.138541249508","5800.463584399346","4.1283212796293585"
"U003","Tie-2","C03","4","2.0","","3504.0","3504.0","3410.0","3409.5","3.9197296273429383","","","5969.788627549184","5800.463584399346","4.1283212796293585"
"U010","VEGF-D","B05","3","2.0","","12691.0","12691.0","12268.0","12267.5","4.882163795924237","","","684.6352121825174","665.2343849437325","4.124397899947343"
"U010","VEGF-D","B06","3","2.0","","11844.0","11844.0","12268.0","12267.5","4.882163795924237","","","645.8335577049477","665.2343849437325","4.124397899947343"
"U019","VEGF-C","C07","2","2.0","","1191.0","1191.0","1222.0","1221.5","3.531192276085092","","","191.4843991057049","197.23235818193723","4.12145438836908"
"U019","VEGF-C","C08","2","2.0","","1252.0","1252.0","1222.0","1221.5","3.531192276085092","","","202.98031725816955","197.23235818193723","4.12145438836908"
"U009","Tie-2","A05","4","2.0","","2846.0","2846.0","2771.0","2771.0","3.8277162460477134","","","4787.640828272461","4652.230756924186","4.116278176821302"
"U009","Tie-2","A06","4","2.0","","2696.0","2696.0","2771.0","2771.0","3.8277162460477134","","","4516.820685575911","4652.230756924186","4.116278176821302"
"U014","VEGF-C","F05","2","2.0","","12175.0","12175.0","11804.0","11804.0","4.444876581162473","","","1933.0725738890685","1878.6351450598318","4.097983067839108"
"U014","VEGF-C","F06","2","2.0","","11433.0","11433.0","11804.0","11804.0","4.444876581162473","","","1824.1977162305952","1878.6351450598318","4.097983067839108"
"U001","VEGF-C","A03","2","2.0","","6609.0","6609.0","6412.0","6412.0","4.344979285519334","","","1095.5186113638197","1064.7317627069754","4.089215747874665"
"U001","VEGF-C","A04","2","2.0","","6215.0","6215.0","6412.0","6412.0","4.344979285519334","","","1033.944914050131","1064.7317627069754","4.089215747874665"
"U010","Flt-1","B05","5","2.0","","2858.0","2858.0","2786.0","2785.5","3.6808645942218416","","","104.35588744526186","101.4582907977276","4.038921260165305"
"U010","Flt-1","B06","5","2.0","","2713.0","2713.0","2786.0","2785.5","3.6808645942218416","","","98.56069415019334","101.4582907977276","4.038921260165305"
"U016","PIGF","H06","6","2.0","","1135.0","1135.0","1159.0","1159.0","2.928483649435227","","","3.215953801844497","3.3101886871598856","4.026001701312039"
"U016","PIGF","H05","6","2.0","","1183.0","1183.0","1159.0","1159.0","2.928483649435227","","","3.404423572475274","3.3101886871598856","4.026001701312039"
"U035","PIGF","C12","6","2.0","","1006.0","1006.0","987.0","987.0","2.722396928580426","","","2.7092079633011017","2.6345352930860297","4.008414813569164"
"U035","PIGF","C11","6","2.0","","968.0","968.0","987.0","987.0","2.722396928580426","","","2.559862622870958","2.6345352930860297","4.008414813569164"
"U038","VEGF-A","F12","1","2.0","","25594.0","25594.0","26374.0","26374.0","4.182477358955843","","","146.6417298648671","150.91583136392893","4.005207573191128"
"U038","VEGF-A","F11","1","2.0","","27154.0","27154.0","26374.0","26374.0","4.182477358955843","","","155.1899328629908","150.91583136392893","4.005207573191128"
"U003","bFGF","C04","7","2.0","","27560.0","27560.0","28365.0","28364.5","4.011122392177387","","","146.23236234367505","150.49096367481337","4.00194909526246"
"U003","bFGF","C03","7","2.0","","29169.0","29169.0","28365.0","28364.5","4.011122392177387","","","154.74956500595172","150.49096367481337","4.00194909526246"
"U025","PIGF","A09","6","2.0","","1003.0","1003.0","985.0","984.5","2.6574861253328854","","","2.6974187979044766","2.624710082579611","3.917600347467361"
"U025","PIGF","A10","6","2.0","","966.0","966.0","985.0","984.5","2.6574861253328854","","","2.552001367254745","2.624710082579611","3.917600347467361"
"U012","VEGF-D","D06","3","2.0","","7259.0","7259.0","7503.0","7502.5","4.589950049154931","","","426.37402903556085","438.4935586266189","3.9087468401903824"
"U012","VEGF-D","D05","3","2.0","","7746.0","7746.0","7503.0","7502.5","4.589950049154931","","","450.61308821767693","438.4935586266189","3.9087468401903824"
"U005","VEGF-D","E04","3","2.0","","12171.0","12171.0","11787.0","11786.5","4.6134570460480635","","","660.866427093839","643.1350179168913","3.8990256539360972"
"U005","VEGF-D","E03","3","2.0","","11402.0","11402.0","11787.0","11786.5","4.6134570460480635","","","625.4036087399437","643.1350179168913","3.8990256539360972"
"S004","Tie-2","D01","4","","1578.125","2012.0","2012.0","1965.0","1964.5","3.4194524923757705","103.73491503790927","100.98213983892916","1637.0666279420059","1593.624394333101","3.855149065737256"
"S004","Tie-2","D02","4","","1578.125","1917.0","1917.0","1965.0","1964.5","3.4194524923757705","98.22936463994905","100.98213983892916","1550.1821607241961","1593.624394333101","3.855149065737256"
"U035","bFGF","C12","7","2.0","","17995.0","17995.0","18499.0","18499.0","3.8529846772043888","","","95.55968600014519","98.23238337003646","3.847778847410173"
"U035","bFGF","C11","7","2.0","","19003.0","19003.0","18499.0","18499.0","3.8529846772043888","","","100.90508073992773","98.23238337003646","3.847778847410173"
"U010","bFGF","B05","7","2.0","","50067.0","50067.0","48745.0","48745.0","3.83545046560105","","","265.4005388107169","258.3952264913243","3.834052132180913"
"U010","bFGF","B06","7","2.0","","47423.0","47423.0","48745.0","48745.0","3.83545046560105","","","251.38991417193174","258.3952264913243","3.834052132180913"
"U029","Flt-1","E10","5","2.0","","1253.0","1253.0","1282.0","1281.5","3.1451491632956072","","","40.553238109931804","41.677760104116835","3.815738301171856"
"U029","Flt-1","E09","5","2.0","","1310.0","1310.0","1282.0","1281.5","3.1451491632956072","","","42.802282098301866","41.677760104116835","3.815738301171856"
"U027","VEGF-C","C09","2","2.0","","2833.0","2833.0","2759.0","2759.0","3.7931063289455973","","","483.9394793859398","471.27949580817426","3.799002637361532"
"U027","VEGF-C","C10","2","2.0","","2685.0","2685.0","2759.0","2759.0","3.7931063289455973","","","458.61951223040876","471.27949580817426","3.799002637361532"
"U028","Tie-2","D10","4","2.0","","2907.0","2907.0","2982.0","2981.5","3.533755170108857","","","4897.621826322583","5031.766140194875","3.770221085554694"
"U028","Tie-2","D09","4","2.0","","3056.0","3056.0","2982.0","2981.5","3.533755170108857","","","5165.910454067167","5031.766140194875","3.770221085554694"
"U004","VEGF-A","D03","1","2.0","","81068.0","81068.0","78873.0","78872.5","3.9366139987830104","","","440.943885202769","429.54860557907944","3.751696264763866"
"U004","VEGF-A","D04","1","2.0","","76677.0","76677.0","78873.0","78872.5","3.9366139987830104","","","418.15332595538985","429.54860557907944","3.751696264763866"
"U005","Tie-2","E04","4","2.0","","3953.0","3953.0","3855.0","3855.0","3.595147318095028","","","6771.725708576836","6596.9060129191585","3.747702090720291"
"U005","Tie-2","E03","4","2.0","","3757.0","3757.0","3855.0","3855.0","3.595147318095028","","","6422.086317261482","6596.9060129191585","3.747702090720291"
"U014","Flt-1","F05","5","2.0","","2100.0","2100.0","2053.0","2052.5","3.272845028634447","","","74.11959814524808","72.23051329678873","3.6986715049185688"
"U014","Flt-1","F06","5","2.0","","2005.0","2005.0","2053.0","2052.5","3.272845028634447","","","70.34142844832937","72.23051329678873","3.6986715049185688"
